,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
365,0,0.7282181190000001,40,1,3878.0,,10,0,2,0,0.0
366,0,0.947264856,28,0,0.46717171700000004,1187.0,4,0,0,0,0.0
367,0,0.013916922,54,0,0.017655818,4700.0,7,0,0,0,2.0
368,0,0.066347297,46,1,4480.0,,6,0,2,0,0.0
369,0,0.502958087,57,0,6381.0,,5,0,2,0,0.0
370,0,1.047495906,35,2,0.314566116,3871.0,8,0,2,1,3.0
371,0,0.012586354,79,0,0.009596162,2500.0,11,0,0,0,0.0
372,0,0.543445655,46,0,0.267146571,5000.0,6,0,2,0,3.0
373,0,0.026580302000000004,79,0,1063.0,,7,0,1,0,0.0
374,0,0.082317351,64,0,0.214426305,8636.0,29,0,1,0,1.0
375,0,0.292541492,74,0,0.164917541,2000.0,3,0,0,0,0.0
376,0,0.024240472000000002,64,0,0.10151414199999999,10500.0,20,0,1,0,0.0
377,0,0.047650102,63,0,0.387956894,9000.0,6,0,2,0,0.0
378,1,0.7391464879999999,63,1,0.285156885,6150.0,12,0,0,0,1.0
379,0,0.186890655,54,0,0.655589124,3640.0,7,0,1,0,1.0
380,0,0.007501936999999999,63,0,0.278226307,8050.0,13,0,2,0,3.0
381,0,0.522314625,45,0,0.29022909199999997,14491.0,13,0,1,0,3.0
382,0,0.9999998999999999,22,0,130.0,,0,0,0,0,
383,0,0.571604587,66,0,870.0,,12,0,0,0,
384,0,0.903231566,57,0,0.13080895,5228.0,10,0,0,0,0.0
385,0,0.017043518,43,0,0.10821382,2300.0,6,0,0,0,1.0
386,0,0.060733395999999995,61,0,0.008549573000000001,20000.0,8,0,0,0,0.0
387,0,0.0005826480000000001,54,0,2028.0,,13,0,1,0,1.0
388,0,0.0038946859999999996,90,0,876.0,,11,0,1,0,0.0
389,0,0.250008365,60,0,2.086478612,7550.0,26,0,0,0,0.0
390,0,0.466334165,34,2,0.007495315,3201.0,3,0,0,0,0.0
391,0,0.114588541,38,0,34.0,,2,0,0,0,0.0
392,0,0.9999998999999999,60,0,0.0,4200.0,0,0,0,0,0.0
393,0,0.26790561399999996,76,0,0.28545299399999996,8200.0,12,0,0,0,0.0
394,0,0.029694361000000002,76,0,0.070513488,9600.0,7,0,0,0,2.0
395,0,0.305246317,39,0,0.188281635,10154.0,6,0,1,0,2.0
396,0,0.000685675,83,0,0.0,,4,0,0,0,0.0
397,0,0.702493864,63,0,0.582162622,4697.0,8,0,2,0,1.0
398,0,0.7424360409999999,52,0,0.414081023,9700.0,10,0,2,0,0.0
399,1,0.8024171790000001,58,1,668.0,,5,1,0,0,0.0
400,0,0.9999998999999999,42,1,0.113421853,6250.0,3,3,0,1,2.0
401,0,0.134191514,63,0,926.5,1.0,9,0,1,0,0.0
402,0,0.002556199,58,0,0.115826132,7752.0,17,0,0,0,2.0
403,0,0.088845558,62,0,0.073772011,5394.0,5,0,0,0,0.0
404,0,0.203947961,46,1,1.206516118,5800.0,12,1,4,0,2.0
405,0,0.006666096999999999,27,0,0.000268637,7444.0,5,0,0,0,0.0
406,0,0.014049648999999999,27,0,0.352214765,3724.0,4,0,1,0,1.0
407,0,0.9999998999999999,35,1,0.09298531800000001,3064.0,1,0,0,0,3.0
408,0,0.368866624,55,0,0.437996083,9700.0,18,0,2,0,0.0
409,0,0.054553316,73,0,0.043259135,16666.0,13,0,0,0,0.0
410,0,0.17948776600000002,51,0,0.492529978,10173.0,19,0,4,0,0.0
411,0,0.026885902000000003,36,0,0.34487992100000003,11200.0,6,0,2,0,2.0
412,0,0.265705207,56,0,0.259102536,31666.0,8,0,3,0,1.0
413,0,0.0,59,0,2113.0,,13,0,2,0,
414,0,0.011847989,49,0,1599.0,,12,0,1,0,0.0
415,0,0.07083751,64,0,0.255290785,6000.0,6,0,0,0,1.0
416,0,0.030996074,56,0,0.131430952,4800.0,11,0,1,0,0.0
417,0,0.144914011,37,0,0.045366363,6700.0,5,0,0,0,0.0
418,0,0.353017659,48,0,1.299736021,4166.0,17,0,1,0,1.0
419,0,0.020074662,36,0,0.334245422,4750.0,5,0,1,0,0.0
420,0,0.032769199,70,0,724.0,,11,0,1,0,0.0
421,1,0.733885463,49,2,0.369223765,8785.0,20,0,2,0,2.0
422,0,0.063514422,57,0,2221.5,1.0,12,0,2,0,0.0
423,0,0.03157211,39,0,0.644706486,3900.0,14,0,1,0,1.0
424,1,0.991502124,61,10,1.2979007,3000.0,11,2,3,5,1.0
425,0,0.39770298200000004,38,0,0.41627543,5750.0,6,0,1,0,2.0
426,0,0.971352432,24,0,0.035803497000000004,1200.0,3,0,0,0,0.0
427,0,0.9999998999999999,33,0,1786.0,,3,0,1,0,0.0
428,0,0.0,73,0,0.386728192,4550.0,18,0,0,0,0.0
429,0,0.9999998999999999,79,0,0.130140954,5178.0,6,0,1,0,0.0
430,0,0.003851709,81,0,0.000822143,3648.0,1,0,0,0,1.0
431,0,0.010887967,55,0,0.7251374309999999,2000.0,7,0,2,0,0.0
432,0,0.686083014,57,0,0.16069592,11667.0,6,1,1,0,2.0
433,0,0.212464485,58,0,0.518991188,3290.0,10,0,1,0,1.0
434,0,0.006956358,52,0,0.0032786890000000004,2439.0,4,0,0,0,0.0
435,0,0.073251754,51,0,0.44668812799999996,10250.0,9,0,1,0,2.0
436,0,0.431904058,63,0,0.41905226,8208.0,22,1,2,0,0.0
437,0,0.006999563,97,0,3.0,,2,0,0,0,
438,0,0.014310431,56,0,13.0,,2,0,0,0,0.0
439,0,0.026944485,41,0,0.686736475,4583.0,8,0,3,0,0.0
440,0,0.297094601,43,1,0.603763294,3666.0,9,0,1,0,2.0
441,0,0.31606476699999997,56,0,1348.0,,3,0,1,0,0.0
442,0,0.0,59,0,862.0,,2,0,1,0,0.0
443,0,0.922670104,40,0,0.207789429,9345.0,7,0,0,0,0.0
444,0,0.051077957,74,0,0.306409131,3416.0,9,0,1,0,0.0
445,0,0.319190816,49,0,0.35815338799999996,9400.0,18,0,2,0,0.0
446,0,0.008737352,68,0,0.209965006,6000.0,28,0,1,0,0.0
447,0,0.0,57,0,0.785229953,6783.0,8,0,3,0,0.0
448,0,0.24367426600000003,48,0,0.179979778,8900.0,10,0,1,0,6.0
449,0,0.9999998999999999,40,1,0.19170579,3833.0,3,2,0,0,2.0
450,0,0.0,23,0,0.0,3500.0,1,0,0,0,1.0
451,0,0.028910707,52,0,0.013543599,5389.0,7,0,0,0,2.0
452,0,0.03423863,48,0,2045.0,,3,0,1,0,0.0
453,0,0.50329934,55,0,0.45405746799999996,3166.0,5,0,2,0,0.0
454,0,0.799981673,61,3,0.671076012,5064.0,19,0,3,1,0.0
455,0,0.069987933,33,0,0.11400478300000001,3762.0,7,0,0,0,0.0
456,0,0.067901335,69,0,0.065493451,10000.0,5,0,1,0,0.0
457,0,0.7406351609999999,39,0,0.432010059,5566.0,7,0,1,0,0.0
458,0,0.023382944,84,0,0.00912845,4600.0,6,0,0,0,0.0
459,0,0.9999998999999999,32,2,0.09558466800000001,2060.0,1,0,0,0,0.0
460,0,0.003625197,78,0,726.0,,8,0,1,0,
461,0,0.09228761699999999,61,0,0.229436075,7500.0,23,0,2,0,2.0
462,0,0.0,37,0,0.177007047,7236.0,5,0,1,0,3.0
463,0,0.9999998999999999,33,1,0.257707218,5416.0,2,2,1,0,1.0
464,0,0.057867667000000005,81,0,0.145685279,3939.0,13,0,0,0,0.0
465,0,0.07807727,60,0,0.566105156,3917.0,14,0,1,0,2.0
466,0,0.20194364199999998,46,0,0.39446055399999996,10000.0,15,0,2,0,3.0
467,0,0.077958915,57,0,0.05353022599999999,6500.0,19,0,0,0,0.0
468,0,0.20567648600000002,57,0,0.130309575,8333.0,8,0,1,0,0.0
469,1,0.9999998999999999,32,0,0.006731051,3416.0,1,0,0,0,3.0
470,1,0.57985084,42,0,0.594224361,2700.0,8,0,0,0,0.0
471,0,0.073393457,38,1,0.38476152399999997,10000.0,9,0,2,0,0.0
472,0,0.07917821900000001,82,0,0.176964607,5000.0,3,0,1,0,0.0
473,0,0.073123172,33,0,0.216405216,5290.0,9,0,0,0,0.0
474,0,0.745173448,68,0,0.168767792,4917.0,4,0,1,0,0.0
475,0,0.10088331,52,1,0.280494456,5500.0,6,1,1,0,2.0
476,0,0.34766523299999996,46,0,0.041583367,2500.0,1,0,0,0,1.0
477,0,0.102031508,66,0,90.0,,4,0,0,0,0.0
478,0,0.354125994,57,0,0.558762411,4330.0,4,0,1,0,0.0
479,0,0.029643294,50,0,0.399106478,9400.0,15,3,4,0,0.0
480,0,0.540204354,34,0,0.034395414,7500.0,3,1,0,0,0.0
481,0,0.640927271,53,4,0.52409692,11266.0,17,0,2,0,3.0
482,0,0.058271403,76,0,0.374304267,4311.0,7,0,1,0,0.0
483,0,0.719305764,64,0,0.186225718,6228.0,5,0,1,0,0.0
484,0,0.045017363,72,0,0.020763906999999998,3900.0,8,0,0,0,0.0
485,0,0.35592819,48,0,0.478090767,7667.0,17,0,2,0,0.0
486,0,0.57762185,71,1,0.4925,6399.0,14,0,2,0,1.0
487,0,0.015054291000000001,59,0,929.0,,11,0,1,0,2.0
488,0,0.320593837,53,0,1.114622389,5600.0,14,0,1,0,1.0
489,0,0.047587303,34,0,997.0,,4,0,0,0,
490,0,0.173428408,51,1,0.08626928199999999,5250.0,11,0,0,0,0.0
491,0,0.401789055,55,0,0.412779302,2550.0,11,0,0,0,0.0
492,0,0.301152442,46,0,0.254661625,7668.0,10,0,1,0,3.0
493,0,0.0,27,2,0.229139073,2264.0,5,2,0,1,0.0
494,0,0.067512585,43,0,0.44723563,9115.0,4,0,2,0,0.0
495,0,0.0,75,0,0.205971968,1640.0,4,0,0,0,1.0
496,0,0.993335555,31,0,0.068227425,4484.0,6,0,0,0,1.0
497,0,0.138793584,43,0,0.384074741,11666.0,9,0,5,0,0.0
498,0,0.19358480100000003,51,0,0.5327545379999999,3800.0,13,0,2,0,0.0
499,0,0.001124859,28,1,0.057990335,6000.0,8,1,0,0,0.0
500,0,0.485558448,51,0,0.09963548,6583.0,5,0,0,0,0.0
501,0,0.979521555,55,1,0.467850417,7433.0,11,0,2,2,0.0
502,0,0.090641506,69,0,0.016683266999999998,4015.0,2,0,0,0,0.0
503,0,0.38480769,42,0,0.533099636,7416.0,5,0,1,0,3.0
504,0,0.183676155,33,0,0.6605284229999999,2497.0,9,0,1,0,0.0
505,0,0.018124667,60,0,0.023181455,1250.0,4,0,0,0,1.0
506,1,0.9999998999999999,54,0,0.228402866,2372.0,2,0,0,1,0.0
507,0,0.290320472,48,0,0.262848568,7996.0,7,0,1,0,3.0
508,0,0.052161270999999995,49,0,0.06762939700000001,6993.0,5,0,0,0,1.0
509,0,0.9999998999999999,73,0,8500.0,0.0,2,0,0,0,0.0
510,0,0.9999998999999999,91,0,0.0,,3,0,0,0,
511,0,0.412657703,66,1,0.195074372,4100.0,7,1,0,0,0.0
512,0,0.091201293,49,1,0.568886223,5000.0,15,0,2,0,0.0
513,0,0.500234532,46,0,0.27802595199999997,4700.0,10,0,1,0,1.0
514,1,0.913140498,37,2,1.6203449140000001,4000.0,16,0,3,0,1.0
515,0,0.056390008,54,0,2126.0,,8,0,1,0,0.0
516,0,0.611388611,22,0,0.34706616700000004,800.0,4,0,0,0,0.0
517,0,0.065630892,31,0,0.162635688,5250.0,10,0,0,0,0.0
518,0,0.499666889,39,0,0.450171821,3200.0,8,0,1,0,0.0
519,0,0.9999998999999999,56,0,7.0,,1,0,0,0,0.0
520,0,0.28947053899999997,44,0,0.48256140000000003,8916.0,17,0,2,0,1.0
521,1,0.8141545109999999,50,1,0.297139683,3600.0,8,0,1,1,1.0
522,0,0.016406971,55,0,0.0017857139999999999,5599.0,3,0,0,0,2.0
523,0,0.078497383,52,0,0.20727405399999999,8220.0,5,0,1,0,3.0
524,0,0.029692431000000002,58,2,0.287187752,6204.0,19,0,1,0,0.0
525,0,0.01255887,62,0,0.044762033,7416.0,5,0,0,0,0.0
526,0,0.062093267,42,0,0.230261579,8333.0,6,0,1,0,4.0
527,0,0.074201053,47,0,1215.0,,4,0,1,0,
528,0,0.551889862,42,1,0.790613718,3600.0,18,0,2,0,1.0
529,1,0.640058527,39,0,0.055984556,9841.0,9,0,0,0,2.0
530,0,0.581815774,45,0,0.724784402,8000.0,11,0,2,0,0.0
531,0,0.0,82,0,0.0,,3,0,0,0,0.0
532,0,0.0,64,0,3819.0,,3,0,2,0,
533,0,0.312068793,55,1,0.127071823,1266.0,5,0,0,0,0.0
534,0,0.26637117899999996,58,0,0.498488489,12900.0,12,0,1,0,2.0
535,0,0.040186458,35,0,0.300839136,5600.0,8,0,2,0,1.0
536,0,0.749602291,62,0,7963.0,,7,0,2,0,3.0
537,1,0.955545894,52,1,0.5249499089999999,10480.0,11,0,3,0,1.0
538,0,0.08663540900000001,40,0,887.0,0.0,8,0,1,0,1.0
539,0,0.212768452,57,0,2301.0,,17,0,2,0,0.0
540,0,0.9543957000000001,45,2,0.4842141,8836.0,10,0,1,0,1.0
541,0,0.188256123,27,0,0.881825173,3900.0,6,0,1,0,1.0
542,0,1.2458471759999998,24,1,499.0,,4,1,0,0,
543,0,0.014049886999999999,37,0,0.674399608,6120.0,9,0,1,0,0.0
544,0,0.329609837,36,0,0.43774319100000003,3597.0,16,0,2,0,2.0
545,0,0.484099985,40,0,0.423251505,10794.0,9,0,2,0,2.0
546,0,0.0,86,0,2.0,,9,0,0,0,0.0
547,0,0.035113768,56,0,87.0,,11,0,0,0,0.0
548,0,0.084826988,59,0,0.53418212,3612.0,9,0,2,0,0.0
549,0,0.9999998999999999,40,0,0.60616581,7200.0,6,0,3,0,0.0
550,0,0.152250785,49,0,0.030774357999999998,9000.0,3,0,0,0,0.0
551,0,0.21288560000000004,66,0,0.35189178600000004,5100.0,10,0,1,0,0.0
552,0,0.9999998999999999,63,3,0.200843235,5217.0,5,0,1,1,4.0
553,0,0.9999998999999999,45,0,461.0,,2,0,0,0,0.0
554,0,0.0,30,0,0.0,4700.0,1,0,0,0,1.0
555,0,0.576284725,36,0,0.785404865,3000.0,10,0,1,0,1.0
556,0,0.40821598200000003,39,0,677.0,,4,0,0,0,2.0
557,0,0.0,27,0,0.0,4500.0,5,0,0,0,0.0
558,0,0.10680013,44,3,0.747375437,6000.0,8,0,3,0,2.0
559,0,0.004552998,34,0,3.0,,2,0,0,0,0.0
560,0,0.277436128,59,0,0.388566694,3620.0,8,0,1,0,1.0
561,0,0.285342534,38,0,0.08951092,3250.0,4,0,0,0,3.0
562,0,0.162077194,38,0,0.024885359,70000.0,6,0,1,0,2.0
563,0,0.57073821,39,0,1314.0,,5,2,2,0,0.0
564,0,0.622524722,43,0,0.353883732,10234.0,8,0,1,0,0.0
565,0,0.113165062,57,0,3169.0,,16,0,1,0,3.0
566,0,0.0,75,0,0.5274314210000001,801.0,4,0,1,0,0.0
567,0,0.732711215,29,0,0.33853112700000004,8400.0,10,0,1,0,0.0
568,0,0.486651335,55,0,0.324741695,9000.0,10,0,2,0,0.0
569,0,0.584844623,60,0,0.293637575,6003.0,11,0,1,0,0.0
570,0,0.8754406579999999,37,0,0.437717467,1436.0,5,0,0,0,1.0
571,0,0.043861767,69,0,0.064119265,6908.0,7,0,1,0,0.0
572,0,0.03929607,48,0,0.480393478,7420.0,10,0,2,0,0.0
573,1,0.339503567,89,1,0.549380248,2500.0,9,3,0,1,0.0
574,0,0.064835195,56,2,0.197624587,8166.0,10,0,1,0,0.0
575,0,0.008684579,75,0,0.0013269,8289.0,5,0,0,0,0.0
576,0,0.9999998999999999,55,1,0.138721351,4144.0,1,0,0,0,0.0
577,0,0.5035879870000001,63,0,1.308922769,4000.0,16,0,1,0,0.0
578,0,0.000309046,49,0,562.0,,10,0,1,0,
579,0,0.697812691,31,0,0.236980252,12000.0,10,0,0,0,1.0
580,0,0.650432993,61,0,0.368063194,10000.0,10,0,1,0,1.0
581,0,0.30248201,46,0,0.34805720799999995,7900.0,12,0,1,0,2.0
582,0,0.9999998999999999,40,0,0.185755935,2400.0,1,2,0,0,0.0
583,0,0.159116246,91,0,0.18412348399999998,1813.0,6,0,0,0,0.0
584,0,0.768537191,46,0,2568.0,,5,0,0,0,0.0
585,0,0.155644438,56,0,0.33683158399999996,2000.0,5,0,1,0,0.0
586,0,0.8362940109999999,29,3,0.26017007600000003,4350.0,8,0,1,0,1.0
587,0,0.29304181100000004,45,0,0.37394067799999997,3775.0,5,0,1,0,3.0
588,0,0.9999998999999999,49,1,0.09893772099999999,4800.0,1,0,0,0,4.0
589,0,0.271898248,64,0,556.0,,3,0,1,0,
590,0,0.0,51,0,0.238076192,10000.0,6,0,1,0,0.0
591,0,0.29195624800000003,45,0,1021.0,,5,0,0,0,
592,0,0.106531463,78,0,0.024303073999999997,5595.0,9,0,0,0,0.0
593,0,0.25081831600000004,36,0,0.24014398399999998,5833.0,6,0,2,0,1.0
594,0,0.18157994600000002,54,0,0.3539428,6048.0,9,0,1,0,1.0
595,0,0.002964536,67,0,0.349026844,16800.0,14,0,5,0,0.0
596,0,0.048911120999999995,63,0,0.102800764,6283.0,4,0,0,0,1.0
597,1,0.517045364,61,0,0.5725903210000001,7500.0,20,0,2,0,0.0
598,0,0.024100447,86,0,0.010791367,2223.0,6,0,0,0,0.0
599,0,0.122976319,50,0,0.454103343,3289.0,6,0,1,0,1.0
600,1,0.387065977,51,0,0.35087418600000003,5833.0,12,0,1,2,1.0
601,0,0.021741679,70,0,0.187762448,5000.0,11,0,1,0,0.0
602,0,0.26925748899999996,44,0,0.607594937,1500.0,7,0,0,0,3.0
603,0,0.9963016509999999,39,2,0.306101912,10930.0,17,0,0,0,1.0
604,0,0.019153961,49,0,0.201025979,33333.0,6,0,3,0,4.0
605,0,0.008665510999999999,58,0,1.9086294419999998,6500.0,17,0,5,0,0.0
606,0,0.15574221300000002,39,0,723.0,0.0,13,0,0,0,2.0
607,0,0.733914381,33,0,0.158975542,4333.0,7,1,0,0,1.0
608,0,0.210442588,53,0,0.513602495,5770.0,10,0,2,0,1.0
609,0,0.09563478800000001,36,0,0.17526690399999997,2247.0,4,0,0,0,1.0
610,0,0.12480137599999999,62,0,0.5668944570000001,6584.0,15,0,2,0,0.0
611,0,0.016995185,62,0,0.002301937,5212.0,4,0,0,0,0.0
612,0,0.964038058,29,1,0.263516583,2200.0,6,0,0,0,0.0
613,0,0.211206477,44,1,0.2138395,2080.0,13,1,0,1,0.0
614,0,0.184476515,32,0,0.44495604899999996,7166.0,11,0,2,0,0.0
615,0,0.0,52,0,0.444444444,3500.0,5,0,2,0,1.0
616,0,0.086605363,69,0,73.0,,2,0,0,0,
617,0,0.06906978400000001,71,0,1468.0,,3,0,1,0,
618,0,0.187090597,63,0,0.506873282,4000.0,10,0,2,0,1.0
619,0,0.732202177,44,0,0.25857662800000003,12912.0,26,0,0,0,0.0
620,0,0.392141112,54,0,1.383017398,3850.0,18,0,2,0,2.0
621,0,0.063688754,41,0,0.26687668800000003,6665.0,8,0,0,0,1.0
622,0,0.6169823720000001,32,1,0.191649336,6250.0,10,0,0,0,2.0
623,0,0.28854138100000004,87,1,0.571428571,1700.0,23,0,0,0,0.0
624,0,0.22110680100000002,43,0,0.157212981,7333.0,5,0,1,0,0.0
625,0,0.193612774,47,0,0.020146833,5856.0,1,0,0,0,3.0
626,0,0.014441183,75,0,0.14570361099999998,16059.0,8,0,1,0,0.0
627,0,0.531963331,64,2,0.480082158,18500.0,19,0,3,0,1.0
628,0,0.346960384,41,0,1.432686655,1700.0,13,0,3,0,2.0
629,0,0.024305835,30,0,1581.0,,6,0,1,0,0.0
630,0,0.9999998999999999,40,0,2866.0,0.0,2,0,2,0,0.0
631,0,0.0,56,0,0.0,6200.0,2,0,0,0,0.0
632,0,0.65854007,55,0,0.489714904,5541.0,6,0,1,0,0.0
633,0,0.10469376300000001,36,0,0.297372704,4300.0,8,0,1,0,1.0
634,0,0.046740048,57,0,0.404799866,11916.0,13,0,3,0,0.0
635,0,0.057887851,56,0,0.238127698,4400.0,13,0,1,0,1.0
636,0,0.883182488,49,0,0.18373694699999998,4500.0,18,0,0,0,2.0
637,0,0.005326455,53,0,79.0,0.0,4,0,0,0,0.0
638,0,0.088809584,51,0,0.295480067,7123.0,12,0,1,0,0.0
639,0,0.021319787000000003,64,0,0.24496788,2334.0,13,0,1,0,0.0
640,0,0.281880372,28,0,0.17997517600000001,2416.0,7,0,0,0,0.0
641,0,0.063062463,54,0,4659.0,,5,0,2,0,0.0
642,0,0.0,53,0,2719.0,,5,0,1,0,0.0
643,1,0.402345742,37,0,0.337622356,12667.0,16,0,2,0,3.0
644,0,0.143316879,70,3,4294.0,,16,0,5,1,0.0
645,0,0.334295645,48,0,5368.0,,13,0,2,0,0.0
646,0,0.010350125,52,0,0.258589038,3812.0,6,0,1,0,1.0
647,0,0.336596148,36,0,0.08037225,1181.0,2,0,0,0,0.0
648,0,0.044842922,51,0,0.23358954,11318.0,5,0,1,0,2.0
649,0,0.007712359,69,0,0.15661446199999998,3000.0,6,0,0,0,0.0
650,0,1.011332794,52,0,10.80049875,400.0,8,0,1,0,2.0
651,0,0.06677885900000001,67,0,84.0,,7,0,0,0,
652,0,0.0,36,0,0.37041867700000003,7666.0,4,0,1,0,2.0
653,0,0.0,49,0,0.62273579,1600.0,10,0,1,0,1.0
654,1,0.314685703,51,3,0.160317928,16984.0,13,0,2,1,4.0
655,1,0.149314411,36,0,0.5583203729999999,4500.0,9,0,3,0,0.0
656,0,0.0,33,0,0.238212526,2841.0,9,0,0,0,0.0
657,0,0.037849716,62,0,0.16289178699999998,8741.0,15,0,1,0,0.0
658,0,0.281115558,69,0,0.16218618099999998,4500.0,10,0,0,0,1.0
659,0,0.005196165,70,0,1514.0,,9,0,2,0,0.0
660,0,0.133688867,49,0,0.09352218300000001,4800.0,7,0,0,0,2.0
661,0,0.321457844,46,2,1434.0,,6,0,1,1,0.0
662,0,0.0,65,0,0.41637918100000004,6666.0,10,0,1,0,0.0
663,0,0.8271510129999999,56,1,0.21997471600000001,8700.0,8,0,0,1,1.0
664,0,0.442798278,51,0,2092.0,,11,0,0,0,2.0
665,0,0.025082109,57,0,0.36087970700000005,3000.0,15,0,0,0,0.0
666,0,0.578849363,48,0,0.367553674,6613.0,10,0,1,0,1.0
667,0,0.020703507,47,0,0.645104381,3400.0,6,0,1,0,2.0
668,1,1.2487512490000001,33,0,0.17512032600000002,2700.0,3,2,0,0,0.0
669,0,0.9999998999999999,75,0,8.0,,2,0,0,0,0.0
670,0,0.569824212,40,0,0.361421689,11000.0,18,0,1,0,2.0
671,0,0.914867126,40,0,0.517037339,4900.0,7,0,1,0,1.0
672,0,0.0382584,68,0,0.009831695,6000.0,12,0,0,0,0.0
673,0,0.964561473,35,4,0.305839582,4400.0,10,3,0,2,2.0
674,0,0.02731285,65,0,0.325335893,2083.0,6,0,0,0,0.0
675,0,0.035605591,81,0,0.017260735,7125.0,7,0,0,0,0.0
676,0,0.004595129,52,0,0.39095856,7166.0,7,0,1,0,0.0
677,0,0.042534080999999994,69,0,0.009690817,6500.0,4,0,0,0,1.0
678,0,0.12136536,34,0,3300.0,,5,0,2,0,0.0
679,0,0.180162143,40,0,0.448326668,9501.0,15,0,2,0,1.0
680,0,0.054940099000000006,35,0,0.662152897,5833.0,10,0,2,0,2.0
681,0,0.099724251,80,0,0.008908281,11000.0,3,0,0,0,0.0
682,0,0.030513202000000003,68,0,48.0,,6,0,0,0,0.0
683,0,0.175434349,47,0,0.149077983,4500.0,9,0,0,0,0.0
684,0,0.019883105,64,0,0.028599606,6083.0,16,0,0,0,0.0
685,1,0.9907644259999999,36,2,0.361340457,4117.0,4,0,0,0,1.0
686,0,0.38608401200000003,49,0,0.16645238699999998,11666.0,17,0,0,0,3.0
687,0,0.008287427,55,0,0.115171335,7032.0,8,0,1,0,0.0
688,0,0.058687792999999995,35,0,0.335733141,8333.0,6,0,2,0,2.0
689,0,0.091106715,63,0,0.035418452,3500.0,5,0,0,0,0.0
690,0,0.023114332999999997,64,0,0.513540291,9083.0,16,0,3,0,0.0
691,0,0.083426677,64,0,0.037871034,2930.0,7,0,0,0,2.0
692,0,0.529411765,26,1,0.017052375,820.0,1,0,0,0,0.0
693,0,0.192722211,77,0,0.45793064200000005,7035.0,21,0,1,0,1.0
694,0,0.9999998999999999,32,0,0.177955511,4000.0,1,2,0,0,0.0
695,0,0.359412083,54,0,3.874422899,1082.0,22,0,1,0,0.0
696,0,0.106517279,40,0,0.263151915,8800.0,17,0,3,0,4.0
697,0,0.07953842,53,0,2958.0,,9,0,1,0,2.0
698,1,2066.0,58,0,0.27112148,6000.0,8,1,1,0,1.0
699,0,0.01239876,50,3,0.20751867100000002,11916.0,4,0,1,0,0.0
700,0,0.9999998999999999,56,0,0.00711943,12500.0,2,0,0,0,2.0
701,0,0.003938695,75,0,0.19994921899999998,7876.0,11,0,2,0,0.0
702,0,0.520418652,36,1,0.232918082,2648.0,5,0,0,0,3.0
703,0,0.160899231,33,0,0.182363527,3333.0,13,0,0,0,0.0
704,0,0.25250536100000004,52,0,0.44259290100000004,6000.0,13,0,1,0,2.0
705,0,0.035670256000000004,62,0,0.42767496299999996,9401.0,9,0,4,0,0.0
706,0,0.046747539000000005,60,0,1.012368584,3233.0,13,0,2,0,0.0
707,0,0.009639594,52,0,0.262440354,4400.0,5,0,0,0,0.0
708,0,0.986400389,36,0,0.441868921,11000.0,8,0,2,0,0.0
709,0,0.092392056,71,2,0.19006230300000002,13000.0,7,0,1,0,0.0
710,0,0.001019592,83,0,0.00019996,5000.0,10,0,0,0,0.0
711,0,0.0,76,0,272.0,0.0,6,0,0,0,0.0
712,0,0.045516720999999996,40,0,0.09035542199999999,11000.0,12,0,0,0,3.0
713,0,0.245744673,46,0,0.5851222420000001,6707.0,21,0,1,0,3.0
714,0,0.292159285,78,0,605.0,,5,0,0,0,0.0
715,0,0.9999998999999999,36,0,631.0,,1,0,1,0,0.0
716,0,0.016142473,76,0,0.668266347,1666.0,11,0,1,0,0.0
717,0,0.7592865809999999,41,1,0.408475574,1698.0,4,0,0,0,1.0
718,0,0.189734189,60,0,0.04587156,2833.0,2,0,0,0,0.0
719,0,0.049082484,63,2,0.361938937,16441.0,12,0,1,0,1.0
720,0,1.163184115,52,0,0.319174181,4213.0,7,0,0,0,0.0
721,0,0.238016933,58,0,0.601017347,7666.0,5,0,3,0,0.0
722,0,0.410946459,56,0,0.712194056,4575.0,16,0,1,0,0.0
723,0,0.47653563299999996,33,0,0.312937413,5000.0,4,0,1,0,0.0
724,0,0.37504998,64,0,0.011195522,2500.0,4,0,0,0,0.0
725,0,0.11618817099999999,33,0,0.043739065,4000.0,9,0,0,0,0.0
726,0,0.018497695,40,0,64.0,,13,0,0,0,0.0
727,0,0.254548841,56,0,0.461357487,8500.0,15,0,2,0,4.0
728,0,0.013574112,60,0,0.711075819,17000.0,11,0,3,0,0.0
729,0,0.9999998999999999,27,0,0.260763359,3274.0,3,0,0,1,2.0
730,0,0.029185402000000003,41,0,0.33629547299999996,3600.0,5,0,1,0,0.0
731,0,0.985092264,48,0,0.37690561100000003,3082.0,4,0,1,0,0.0
732,0,0.011904653000000001,69,0,1653.0,,20,0,2,0,0.0
733,0,0.0,39,0,0.735131912,6708.0,13,0,2,0,2.0
734,0,0.312877738,36,0,0.23072116,8000.0,28,0,0,0,0.0
735,0,0.714892819,34,1,0.870354941,6000.0,8,0,1,0,0.0
736,0,0.060867801,50,1,3074.0,,15,0,1,0,0.0
